SchoolName,Address,ZipCode,LATITUDE,LONGITUDE,COUNTA of Level,Matched Score,Matched School,PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_STATE_CODE,PSS_ZIP5,PSS_PHONE,DAYS PER SCHOOL YEAR,DAY HOURS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_T,PSS_RACE_ AMERICAN_INDIAN,PSS_RACE_ASIAN/PACIFIC,PSS_RACE_HISPANIC,PSS_RACE_BLACK,PSS_RACE_WHITE,PSS_RACE_PACIFIC,PSS_RACE_MULTICULTURAL,PSS_FULLTIME_TEACH,PSS_COEDUCATION,PSS_LEVEL,PSS_RELIG,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STUDENT_TEACHER_RATIO,PSS_ORIENT,PSS_COUNTY_NAME,Matched Address,Matched School Name
GREAT OAKS ELEMENTARY SCHOOL,4718 FARRAGUT ROAD,11203.0,40.6372973,-73.9311744,3,100,GREAT OAKS ELEMENTARY SCHOOL,A9702395,GREAT OAKS ELEMENTARY SCHOOL,3,13,4718 FARRAGUT RD,BROOKLYN,36047,47,NY,36,11203,7182826210,180.0,5.0,No,,,12.0,96.0,0.0,0.0,2.0,93.0,0.0,0.0,1.0,12.1,1,1,2,0.0,0.0,2.08,96.87,0.0,0.0,1.04,7.93,8,KINGS,,
GREEK AMERICAN INSTITUTE OF NEW YORK,3573 BRUCKNER BLVD,10461.0,40.84896129,-73.82800074,2,100,GREEK AMERICAN INSTITUTE OF NEW YORK,00939276,GREEK AMERICAN INSTITUTE OF NEW YORK,2,13,3573 BRUCKNER BLVD,BRONX,36005,5,NY,36,10461,7188232393,180.0,6.0,No,,45.0,20.0,177.0,0.0,5.0,11.0,3.0,113.0,0.0,0.0,14.5,1,1,2,0.0,3.78,8.33,2.27,85.6,0.0,0.0,9.1,16,BRONX,,
HEBREW ACADEMY FOR SPECIAL CHILDREN,6220 14 AVE,11219.0,40.62620982,-73.99771604,0,95,HASC - HEBREW ACADEMY FOR SPECIAL CHILDREN,A9104844,HASC - HEBREW ACADEMY FOR SPECIAL CHILDREN,2,2,6220 14TH AVE,BROOKLYN,36047,47,NY,36,11219,7186865900,183.0,5.5,No,82.0,252.0,,334.0,0.0,3.0,7.0,9.0,61.0,0.0,2.0,13.0,1,3,3,0.0,3.65,8.53,10.97,74.39,0.0,2.43,6.3,30,KINGS,,
HEWITT SCHOOL,45 E   75 ST,10021.0,40.77352688,-73.96351634,1,95,THE HEWITT SCHOOL,00939389,THE HEWITT SCHOOL,3,17,45 E 75TH ST,NEW YORK,36061,61,NY,36,10021,2122881919,164.0,7.0,Yes,,,22.0,464.0,0.0,27.0,30.0,44.0,304.0,0.0,59.0,78.4,2,3,3,0.0,5.81,6.46,9.48,65.51,0.0,12.71,5.91,30,NEW YORK,,
HOLY FAMILY SCHOOL,2169 BLACKROCK AVE,10472.0,40.82890528,-73.85148258,0,100,HOLY FAMILY SCHOOL,00921473,HOLY FAMILY SCHOOL,2,13,2169 BLACKROCK AVE,BRONX,36005,5,NY,36,10472,7188637280,180.0,7.0,No,,109.0,18.0,223.0,0.0,19.0,73.0,16.0,2.0,0.0,4.0,10.8,1,1,1,0.0,16.66,64.03,14.03,1.75,0.0,3.5,10.55,1,BRONX,,
HOLY ROSARY SCHOOL,100 JEROME AVE,10305.0,40.59607979,-74.07603142,3,100,HOLY ROSARY SCHOOL,00920185,HOLY ROSARY SCHOOL,2,13,100 JEROME AVE,STATEN ISLAND,36085,85,NY,36,10305,7184471195,180.0,6.5,No,,132.0,18.0,327.0,0.0,19.0,28.0,28.0,105.0,0.0,15.0,9.0,1,1,1,0.0,9.74,14.35,14.35,53.84,0.0,7.69,21.66,1,RICHMOND,,
HOLY ROSARY SCHOOL,1500 ARNOW AVE,10469.0,40.8675641,-73.8426245,1,100,HOLY ROSARY SCHOOL,00920185,HOLY ROSARY SCHOOL,2,13,100 JEROME AVE,STATEN ISLAND,36085,85,NY,36,10305,7184471195,180.0,6.5,No,,132.0,18.0,327.0,0.0,19.0,28.0,28.0,105.0,0.0,15.0,9.0,1,1,1,0.0,9.74,14.35,14.35,53.84,0.0,7.69,21.66,1,RICHMOND,,
HORACE MANN LOWER SCHOOL,4440 TIBBET AVE,10471.0,40.89206794,-73.90065405,0,95,HORACE MANN SCHOOL,A1702599,HORACE MANN SCHOOL,11,17,231 W 246TH ST,BRONX,36005,5,NY,36,10471,7184324114,162.0,7.41,Yes,,,,1192.0,1.0,258.0,65.0,90.0,641.0,0.0,137.0,166.3,1,3,3,0.08,21.64,5.45,7.55,53.77,0.0,11.49,7.16,30,BRONX,,
HORACE MANN UPPER SCHOOL,231 W  246 ST,10471.0,40.89255493,-73.89885208,0,95,HORACE MANN SCHOOL,A1702599,HORACE MANN SCHOOL,11,17,231 W 246TH ST,BRONX,36005,5,NY,36,10471,7184324114,162.0,7.41,Yes,,,,1192.0,1.0,258.0,65.0,90.0,641.0,0.0,137.0,166.3,1,3,3,0.08,21.64,5.45,7.55,53.77,0.0,11.49,7.16,30,BRONX,,
IMMACULATE CONCEPTION CATHOLIC ACADEMY,2163 29TH ST,11105.0,40.77749717,-73.91085971,0,95,IMMACULATE CONCEPTION CATHOLIC ACADEMY IN ASTORIA,00926347,IMMACULATE CONCEPTION CATHOLIC ACADEMY IN ASTORIA,2,13,2163 29TH ST,ASTORIA,36081,81,NY,36,11105,7187281969,180.0,6.0,Yes,,71.0,22.0,206.0,0.0,9.0,50.0,4.0,66.0,0.0,6.0,12.4,1,1,1,0.0,6.66,37.03,2.96,48.88,0.0,4.44,10.88,1,QUEENS,,
IMMACULATE CONCEPTION SCHOOL,378 E  151 ST,10455.0,40.8177158,-73.91795548,2,100,IMMACULATE CONCEPTION SCHOOL,00925241,IMMACULATE CONCEPTION SCHOOL,2,13,179-14 DALNY RD,JAMAICA,36081,81,NY,36,11432,7187695933,180.0,7.0,Yes,,10.0,16.0,300.0,,,,,,,,21.3,1,1,1,,,,,,,,13.61,1,QUEENS,,
IMMACULATE CONCEPTION SCHOOL,378 E  151 ST,10455.0,40.8177158,-73.91795548,2,100,IMMACULATE CONCEPTION SCHOOL,00920083,IMMACULATE CONCEPTION SCHOOL,2,13,419 E 13TH ST,NEW YORK,36061,61,NY,36,10009,2124752590,180.0,7.0,Yes,,48.0,9.0,160.0,0.0,6.0,56.0,13.0,33.0,0.0,4.0,10.8,1,1,1,0.0,5.35,50.0,11.6,29.46,0.0,3.57,10.37,1,NEW YORK,,
IMMACULATE CONCEPTION SCHOOL,378 E  151 ST,10455.0,40.8177158,-73.91795548,2,100,IMMACULATE CONCEPTION SCHOOL,A2102638,IMMACULATE CONCEPTION SCHOOL,2,13,760 E GUN HILL RD,BRONX,36005,5,NY,36,10467,7185473346,180.0,7.0,No,,90.0,23.0,258.0,1.0,3.0,50.0,91.0,22.0,0.0,1.0,10.9,1,1,1,0.59,1.78,29.76,54.16,13.09,0.0,0.59,15.41,1,BRONX,,
INCARNATION SCHOOL,570 W  175 ST,10033.0,40.84511695,-73.93586323,1,100,INCARNATION SCHOOL,00920072,INCARNATION SCHOOL,2,13,570 W 175TH ST,NEW YORK,36061,61,NY,36,10033,2127951030,180.0,7.0,Yes,,115.0,14.0,279.0,0.0,0.0,161.0,1.0,1.0,1.0,0.0,19.0,1,1,1,0.0,0.0,98.17,0.6,0.6,0.6,0.0,8.63,1,NEW YORK,,
ISLAMIC CULTURAL CENTER SCHOOL,222 E   97 ST,10029.0,40.78550998,-73.94798198,1,100,ISLAMIC CULTURAL CENTER SCHOOL,A1502519,ISLAMIC CULTURAL CENTER SCHOOL,3,13,222 E 97TH ST,NEW YORK,36061,61,NY,36,10029,6465893920,180.0,7.16,Yes,,,15.0,138.0,0.0,62.0,0.0,43.0,23.0,0.0,10.0,16.0,1,1,2,0.0,44.92,0.0,31.15,16.66,0.0,7.24,8.62,17,NEW YORK,,
JEWISH INSTITUTE OF QUEENS,60-05 WOODHAVEN BLVD,11373.0,40.7312491,-73.8715604,4,95,JEWISH INSTITUTE OF QUEENS-ELEMENTARY,A2102646,JEWISH INSTITUTE OF QUEENS-ELEMENTARY,2,17,6005 WOODHAVEN BLVD,ELMHURST,36081,81,NY,36,11373,7184269369,180.0,8.0,No,,94.0,44.0,549.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,18.9,1,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,24.07,18,QUEENS,,
JOMERA DEVORAH HIGH SCHOOL,5801 16 AVE,11204.0,40.62589932,-73.99083539,1,94,TOMER DEVORAH HIGH SCHOOL,A9105071,TOMER DEVORAH HIGH SCHOOL,14,17,5801 16TH AVE,BROOKLYN,36047,47,NY,36,11204,7186333193,170.0,7.66,Yes,,,,259.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,43.3,2,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.98,18,KINGS,,
KEW FOREST SCHOOL,11917 UNION TPKE,11375.0,40.71346299,-73.83317817,1,95,THE KEW-FOREST SCHOOL,A1903167,THE KEW-FOREST SCHOOL,2,17,119-17 UNION TPKE,FOREST HILLS,36081,81,NY,36,11375,7185513112,166.0,7.16,Yes,,18.0,17.0,226.0,0.0,48.0,26.0,38.0,57.0,0.0,39.0,32.6,1,3,3,0.0,23.07,12.5,18.26,27.4,0.0,18.75,6.38,30,QUEENS,,
LEMAN MANHATTAN,1 MORRIS ST,10004.0,40.70589544,-74.01337754,0,90,LEMAN MANHATTAN PREPARATORY SCHOOL,A0701599,LEMAN MANHATTAN PREPARATORY SCHOOL,-1,-1,41 BROAD ST,NEW YORK,36061,61,NY,36,10004,2122320266,161.0,8.0,Yes,,,,,,,,,,,,185.0,1,-1,3,,,,,,,,,30,NEW YORK,,
LEMAN MANHATTAN PREPARATORY LOWER SCHOOL,41 BROAD ST,10004.0,40.70556903,-74.01144786,0,95,LEMAN MANHATTAN PREPARATORY SCHOOL,A0701599,LEMAN MANHATTAN PREPARATORY SCHOOL,-1,-1,41 BROAD ST,NEW YORK,36061,61,NY,36,10004,2122320266,161.0,8.0,Yes,,,,,,,,,,,,185.0,1,-1,3,,,,,,,,,30,NEW YORK,,
LEXINGTON SCHOOL FOR THE DEAF,2626 75 ST,11370.0,40.76175458,-73.8931386,2,100,LEXINGTON SCHOOL FOR THE DEAF,00937891,LEXINGTON SCHOOL FOR THE DEAF,2,17,25-26 75TH ST,EAST ELMHURST,36081,81,NY,36,11370,7183503300,182.0,6.41,Yes,32.0,10.0,8.0,248.0,0.0,47.0,119.0,47.0,15.0,0.0,10.0,69.0,1,3,3,0.0,19.74,50.0,19.74,6.3,0.0,4.2,3.44,30,QUEENS,,
LINDEN SDA SCHOOL,13701 228 ST,11413.0,40.67330766,-73.74426383,4,100,LINDEN SDA SCHOOL,00943996,LINDEN SDA SCHOOL,6,13,13701 228TH ST,LAURELTON,36081,81,NY,36,11413,7185540734,188.0,7.0,Yes,,,,155.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,14.0,1,1,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11.07,28,QUEENS,,
LUTHERAN SCHOOL OF FLUSHING & BAYSIDE,36-01 BELL BLVD,11361.0,40.76779706,-73.77316715,0,100,LUTHERAN SCHOOL OF FLUSHING & BAYSIDE,A9903219,LUTHERAN SCHOOL OF FLUSHING & BAYSIDE,2,13,3601 BELL BLVD,BAYSIDE,36081,81,NY,36,11361,7182255502,180.0,7.0,Yes,,65.0,6.0,104.0,0.0,11.0,3.0,5.0,14.0,0.0,6.0,4.8,1,1,2,0.0,28.2,7.69,12.82,35.89,0.0,15.38,8.12,20,QUEENS,,
LYCEE FRANCAIS DE NEW YORK SCHOOL,505 E   75 ST,10021.0,40.76863144,-73.95190144,4,95,LYCEE FRANCAIS DE NEW YORK,00940612,LYCEE FRANCAIS DE NEW YORK,2,17,505 E 75TH ST,NEW YORK,36061,61,NY,36,10021,2123691400,171.0,6.66,Yes,,51.0,83.0,1142.0,0.0,23.0,37.0,53.0,830.0,3.0,145.0,125.3,1,3,3,0.0,2.1,3.39,4.85,76.07,0.27,13.29,8.7,30,NEW YORK,,
LYCEUM KENNEDY FRENCH AMERICAN SCHOOL,225 E   43 ST,10017.0,40.75113782,-73.97323028,4,100,LYCEUM KENNEDY FRENCH AMERICAN SCHOOL,A2192998,LYCEUM KENNEDY FRENCH AMERICAN SCHOOL,2,17,225 EAST 43RD ST.,NEW YORK,36061,61,NY,36,10017,2126811877,170.0,6.0,Yes,,9.0,20.0,162.0,0.0,9.0,0.0,75.0,69.0,0.0,0.0,21.8,1,3,3,0.0,5.88,0.0,49.01,45.09,0.0,0.0,7.01,30,NEW YORK,,
MAGEN DAVID YESHIVA,2130 MCDONALD AVE,11223.0,40.60058678,-73.97274351,1,90,MAGEN DAVID YESHIVAH HIGH SCHOOL,A1903070,MAGEN DAVID YESHIVAH HIGH SCHOOL,6,17,7801 BAY PKWY,BROOKLYN,36047,47,NY,36,11214,7183314002,,,,,,,1204.0,0.0,0.0,0.0,0.0,1204.0,0.0,0.0,,1,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,18,KINGS,,
MAGEN DAVID YESHIVAH HIGH SCHOOL,7801 BAY PARKWAY,11214.0,40.60635905,-73.98921026,4,100,MAGEN DAVID YESHIVAH HIGH SCHOOL,A1903070,MAGEN DAVID YESHIVAH HIGH SCHOOL,6,17,7801 BAY PKWY,BROOKLYN,36047,47,NY,36,11214,7183314002,,,,,,,1204.0,0.0,0.0,0.0,0.0,1204.0,0.0,0.0,,1,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,18,KINGS,,
MANHATTAN CHRISTIAN ACADEMY,401 W  205 ST,10034.0,40.86251289,-73.91828684,1,100,MANHATTAN CHRISTIAN ACADEMY,02047364,MANHATTAN CHRISTIAN ACADEMY,2,14,401 W 205TH ST,NEW YORK,36061,61,NY,36,10034,2125675521,180.0,7.25,Yes,,13.0,10.0,195.0,0.0,0.0,167.0,12.0,3.0,0.0,0.0,13.8,1,3,2,0.0,0.0,91.75,6.59,1.64,0.0,0.0,13.18,8,NEW YORK,,
MANHATTAN COUNTRY SCHOOL,150 W   85 ST,10024.0,40.78639991,-73.97411884,2,100,MANHATTAN COUNTRY SCHOOL,A1302084,MANHATTAN COUNTRY SCHOOL,2,13,150 W 85TH ST,NEW YORK,36061,61,NY,36,10024,2123480952,170.0,6.0,Yes,,17.0,29.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,25.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.36,30,NEW YORK,,
MARTIN LUTHER SCHOOL,6002 MASPETH AVE,11378.0,40.72310318,-73.90611283,7,100,MARTIN LUTHER SCHOOL,00938931,MARTIN LUTHER SCHOOL,11,17,6002 MASPETH AVE,MASPETH,36081,81,NY,36,11378,7188944000,180.0,6.5,No,,,,199.0,0.0,17.0,67.0,27.0,64.0,0.0,24.0,17.8,1,3,2,0.0,8.54,33.66,13.56,32.16,0.0,12.06,11.17,20,QUEENS,,
MASORES BAIS YAAKOV,1395 OCEAN AVE,11230.0,40.62833168,-73.95688082,5,100,MASORES BAIS YAAKOV,AA890662,MASORES BAIS YAAKOV,2,17,1395 OCEAN AVE,BROOKLYN,36047,47,NY,36,11230,7186922424,165.0,8.25,Yes,,72.0,44.0,787.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,53.4,2,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,13.38,18,KINGS,,
MERCAZ HATORAH OF BELLE HARBOR,505 BEACH  129 ST,11694.0,40.58003528,-73.85034975,1,95,YESHIVA MERCAZ HATORAH OF BELLE HARBOR,A2102807,YESHIVA MERCAZ HATORAH OF BELLE HARBOR,14,17,PO BOX 940297,ROCKAWAY PARK,36081,81,NY,36,11694,7184743064,180.0,9.0,No,,,,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,8.9,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.93,18,QUEENS,,
MESILAS BAIS YAAKOV,420 19 ST,11215.0,40.6582707,-73.98531291,2,100,MESILAS BAIS YAAKOV,A1502535,MESILAS BAIS YAAKOV,14,17,420 19TH ST,BROOKLYN,36047,47,NY,36,11215,7184994747,150.0,8.0,Yes,,,,279.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,35.0,2,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.97,18,KINGS,,
MESIVTA TIFERETH JERUSALEM,141147 E BROADWAY,,0.0,0.0,3,100,MESIVTA TIFERETH JERUSALEM,A1903082,MESIVTA TIFERETH JERUSALEM,3,17,145 E BROADWAY,NEW YORK,36061,61,NY,36,10002,2129642830,210.0,8.0,Yes,,,16.0,260.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,24.4,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.65,18,NEW YORK,,
MOORE CATHOLIC HIGH SCHOOL,100 MERRILL AVE,10314.0,40.6101769,-74.16294313,1,100,MOORE CATHOLIC HIGH SCHOOL,A2102685,MOORE CATHOLIC HIGH SCHOOL,14,17,100 MERRILL AVE,STATEN ISLAND,36085,85,NY,36,10314,7187619200,180.0,7.0,Yes,,,,422.0,1.0,13.0,70.0,37.0,294.0,0.0,7.0,27.4,1,2,1,0.23,3.08,16.58,8.76,69.66,0.0,1.65,15.4,1,RICHMOND,,
MOSDOS CHASIDEI SQUARE,1373 43 ST,11219.0,40.63750116,-73.98715506,5,100,MOSDOS CHASIDEI SQUARE,BB041128,MOSDOS CHASIDEI SQUARE,2,17,105 HEYWARD ST,BROOKLYN,36047,47,NY,36,11206,7188520502,180.0,5.5,Yes,,26.0,15.0,323.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,23.8,3,3,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12.47,18,KINGS,,
MOSS OUTPOST AT SAR HIGH SCHOOL,503 W  259 ST,10471.0,40.90689248,-73.90427124,2,90,SAR HIGH SCHOOL,A0502542,SAR HIGH SCHOOL,14,17,503 W 259TH ST,BRONX,36005,5,NY,36,10471,7185482727,170.0,8.58,Yes,,,,636.0,0.0,1.0,1.0,0.0,634.0,0.0,0.0,95.4,1,2,2,0.0,0.15,0.15,0.0,99.68,0.0,0.0,6.66,18,BRONX,,
MOUNT ST. MICHAEL ACADEMY,4300 MURDOCK AVE,10466.0,40.89764904,-73.84261448,5,98,MOUNT ST MICHAEL ACADEMY,X0921451,MOUNT ST MICHAEL ACADEMY,11,17,4300 MURDOCK AVE,BRONX,36005,5,NY,36,10466,7185156400,180.0,6.0,Yes,,,,696.0,0.0,16.0,261.0,365.0,51.0,3.0,0.0,61.0,3,3,1,0.0,2.29,37.5,52.44,7.32,0.43,0.0,11.4,1,BRONX,,
MT CARMEL/HOLY ROSARY SCHOOL,371 PLEASANT AVE,10035.0,40.797312,-73.93151397,2,95,MOUNT CARMEL-HOLY ROSARY SCHOOL,00922455,MOUNT CARMEL-HOLY ROSARY SCHOOL,3,13,371 PLEASANT AVE,NEW YORK,36061,61,NY,36,10035,2178767555,180.0,8.0,No,,,13.0,157.0,0.0,0.0,73.0,73.0,2.0,0.0,9.0,12.0,1,1,1,0.0,0.0,46.49,46.49,1.27,0.0,5.73,13.08,1,NEW YORK,,
MUSLIM CENTER JUNIOR HIGH SCHOOL,13758 GERANIUM AVE,11355.0,40.75011354,-73.82198056,1,100,MUSLIM CENTER JUNIOR HIGH SCHOOL,A9903229,MUSLIM CENTER JUNIOR HIGH SCHOOL,3,13,13758 GERANIUM AVE,FLUSHING,36081,81,NY,36,11355,7184602127,180.0,5.5,No,,,10.0,142.0,0.0,123.0,0.0,0.0,19.0,0.0,0.0,12.4,1,1,2,0.0,86.61,0.0,0.0,13.38,0.0,0.0,11.45,17,QUEENS,,
NAZARETH REGIONAL HIGH SCHOOL,475 E   57 ST,11203.0,40.64388214,-73.92273198,0,100,NAZARETH REGIONAL HIGH SCHOOL,A1903096,NAZARETH REGIONAL HIGH SCHOOL,14,17,475 E 57TH ST,BROOKLYN,36047,47,NY,36,11203,7187631100,180.0,6.0,Yes,,,,315.0,0.0,0.0,29.0,241.0,1.0,0.0,44.0,18.0,1,2,1,0.0,0.0,9.2,76.5,0.31,0.0,13.96,17.5,1,KINGS,,
NESIVOS BAIS YAAKOV,1228 36 ST,11218.0,40.64315529,-73.98606935,3,100,NESIVOS BAIS YAAKOV,A0509133,NESIVOS BAIS YAAKOV,14,17,622 FOSTER AVE,BROOKLYN,36047,47,NY,36,11219,7189720804,180.0,10.98,Yes,,,,91.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,10.0,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,9.1,18,KINGS,,
NESIVOS BAIS YAAKOV,1228 36 ST,11218.0,40.64315529,-73.98606935,3,100,NESIVOS BAIS YAAKOV,A2102691,NESIVOS BAIS YAAKOV,6,13,622 FOSTER AVE,BROOKLYN,36047,47,NY,36,11230,7189720804,176.0,8.5,Yes,,,,227.0,,,,,161.0,,,5.4,2,1,2,,,,,70.92,,,42.03,18,KINGS,,
NESIVOS BAIS YAAKOV,1334 OCEAN PARKWAY,11230.0,40.61606091,-73.96894076,0,100,NESIVOS BAIS YAAKOV,A0509133,NESIVOS BAIS YAAKOV,14,17,622 FOSTER AVE,BROOKLYN,36047,47,NY,36,11219,7189720804,180.0,10.98,Yes,,,,91.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,10.0,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,9.1,18,KINGS,,
NESIVOS BAIS YAAKOV,1334 OCEAN PARKWAY,11230.0,40.61606091,-73.96894076,0,100,NESIVOS BAIS YAAKOV,A2102691,NESIVOS BAIS YAAKOV,6,13,622 FOSTER AVE,BROOKLYN,36047,47,NY,36,11230,7189720804,176.0,8.5,Yes,,,,227.0,,,,,161.0,,,5.4,2,1,2,,,,,70.92,,,42.03,18,KINGS,,
NESIVOS BAIS YAAKOV,622 FOSTER AVE,11230.0,40.63024375,-73.97100207,3,100,NESIVOS BAIS YAAKOV,A0509133,NESIVOS BAIS YAAKOV,14,17,622 FOSTER AVE,BROOKLYN,36047,47,NY,36,11219,7189720804,180.0,10.98,Yes,,,,91.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,10.0,3,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,9.1,18,KINGS,,
NESIVOS BAIS YAAKOV,622 FOSTER AVE,11230.0,40.63024375,-73.97100207,3,100,NESIVOS BAIS YAAKOV,A2102691,NESIVOS BAIS YAAKOV,6,13,622 FOSTER AVE,BROOKLYN,36047,47,NY,36,11230,7189720804,176.0,8.5,Yes,,,,227.0,,,,,161.0,,,5.4,2,1,2,,,,,70.92,,,42.03,18,KINGS,,
NEW AMSTERDAM SCHOOL,62 AVE B,10009.0,40.72350805,-73.98236539,0,100,NEW AMSTERDAM SCHOOL,BB162057,NEW AMSTERDAM SCHOOL,3,9,62 AVE B,NEW YORK,36061,61,NY,36,10009,2125331820,180.0,6.0,No,,,20.0,35.0,,,,,,,,14.5,1,1,3,,,,,,,,2.41,30,NEW YORK,,
NEW COVENANT CHRISTIAN SCHOOL,1497 NEEDHAM AVE,10469.0,40.88008208,-73.84820359,4,100,NEW COVENANT CHRISTIAN SCHOOL,A9104949,NEW COVENANT CHRISTIAN SCHOOL,2,17,1497 NEEDHAM AVE,BRONX,36005,5,NY,36,10469,7185198884,180.0,6.33,Yes,,32.0,11.0,145.0,0.0,1.0,3.0,109.0,0.0,0.0,0.0,12.4,1,3,2,0.0,0.88,2.65,96.46,0.0,0.0,0.0,9.11,8,BRONX,,
NEW COVENANT CHRISTIAN SCHOOL(Enter kitchen 1179 Boston Road Pre K),1175 BOSTON ROAD,10456.0,40.82883417,-73.90311927,0,90,NEW COVENANT CHRISTIAN SCHOOL,A9104949,NEW COVENANT CHRISTIAN SCHOOL,2,17,1497 NEEDHAM AVE,BRONX,36005,5,NY,36,10469,7185198884,180.0,6.33,Yes,,32.0,11.0,145.0,0.0,1.0,3.0,109.0,0.0,0.0,0.0,12.4,1,3,2,0.0,0.88,2.65,96.46,0.0,0.0,0.0,9.11,8,BRONX,,
NEW GRACE CENTER,650 LIVONIA AVE,11207.0,40.66490514,-73.89291227,1,95,"NEW GRACE CENTER, INC.",A9104831,"NEW GRACE CENTER, INC.",2,13,650 LIVONIA AVE,BROOKLYN,36047,47,NY,36,11207,3472008236,180.0,6.5,Yes,,10.0,15.0,116.0,0.0,0.0,4.0,102.0,0.0,0.0,0.0,15.0,1,1,2,0.0,0.0,3.77,96.22,0.0,0.0,0.0,7.06,5,KINGS,,
NIGHTINGALE-BAMFORD SCHOOL FS (NBS),20 E   92 ST,10128.0,40.78499214,-73.95683675,0,95,NIGHTINGALE-BAMFORD SCHOOL,00939174,NIGHTINGALE-BAMFORD SCHOOL,3,17,20 E 92ND ST,NEW YORK,36061,61,NY,36,10128,2122895020,169.0,7.5,Yes,,,44.0,674.0,0.0,62.0,46.0,54.0,449.0,0.0,63.0,98.0,2,3,3,0.0,9.19,6.82,8.01,66.61,0.0,9.34,6.87,30,NEW YORK,,
NORD ANGLIA INTERNATIONAL SCHOOL,44 E    2 ST,10003.0,40.72482921,-73.990111,2,100,NORD ANGLIA INTERNATIONAL SCHOOL,A1101740,NORD ANGLIA INTERNATIONAL SCHOOL,2,13,44 E 2ND ST,NEW YORK,36061,61,NY,36,10003,2126002010,180.0,7.25,Yes,,21.0,7.0,94.0,0.0,15.0,4.0,6.0,46.0,0.0,2.0,13.0,1,1,3,0.0,20.54,5.47,8.21,63.01,0.0,2.73,5.61,30,NEW YORK,,
NOTRE DAME ACADEMY HIGH SCHOOL OF STATEN ISLAND,134 HOWARD AVE,10301.0,40.62708389,-74.08886658,4,90,NOTRE DAME ACADEMY HIGH SCHOOL,00920232,NOTRE DAME ACADEMY HIGH SCHOOL,14,17,134 HOWARD AVE,STATEN ISLAND,36085,85,NY,36,10301,7184478878,180.0,6.75,No,,,,402.0,1.0,24.0,36.0,12.0,326.0,0.0,3.0,20.8,2,2,1,0.24,5.97,8.95,2.98,81.09,0.0,0.74,19.32,1,RICHMOND,,
NOTRE DAME SCHOOL,327 W   13 ST,10014.0,40.73964305,-74.00438446,0,100,NOTRE DAME SCHOOL,00920017,NOTRE DAME SCHOOL,14,17,327 W 13TH ST,NEW YORK,36061,61,NY,36,10014,2126205575,180.0,7.0,Yes,,,,363.0,0.0,19.0,59.0,27.0,179.0,3.0,76.0,18.6,2,2,1,0.0,5.23,16.25,7.43,49.31,0.82,20.93,19.51,1,NEW YORK,,
NR CAFETERIA SERVICES: ST CATHARINE ACADEMY,2250 WILLIAMSBRIDGE ROAD,10469.0,40.85879698,-73.85699007,1,90,ST CATHARINE ACADEMY,00919373,ST CATHARINE ACADEMY,14,17,2250 WILLIAMSBRIDGE RD,BRONX,36005,5,NY,36,10469,7188822882,180.0,6.0,Yes,,,,348.0,0.0,13.0,165.0,86.0,84.0,0.0,0.0,21.1,2,2,1,0.0,3.73,47.41,24.71,24.13,0.0,0.0,16.49,1,BRONX,,
