SchoolName,Address,ZipCode,LATITUDE,LONGITUDE,COUNTA of Level,Matched School,Matched Score,NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified,Type,Status
"P226M @ STUYVESANT H.S., STUYVESANT HIGH SCHOOL",345 CHAMBERS STREET MANHATTAN,10282.0,40.71769239,-74.01398957,4,345 CHAMBERS STREET ,90,360007702877,NY-310200010000-310200011475,3600077,NY-310200010000,09,12,STUYVESANT HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,New York County,345 CHAMBERS STREET ,NEW YORK,NY,10282,1099.0,(212)312-4800,11,City: Large,No,3334.0,162.92000,20.4600000,1397.00000,212.00000,–,Regular,Open
P373K AT MEDGAR EVERS COLLEGE,1650 BEDFORD AVENUE BROOKLYN,11225.0,40.66626173,-73.95667598,0,50 BEDFORD AVENUE ,90,360011901913,NY-331400010000-331400011610,3600119,NY-331400010000,09,12,A-TECH HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #14,Kings County,50 BEDFORD AVENUE ,BROOKLYN,NY,11222,3906.0,(718)218-9301,11,City: Large,No,374.0,37.69000,9.9200000,317.00000,12.00000,–,Vocational,Open
"PACE HIGH SCHOOL, M.S. 131, EMMA LAZARUS HIGH SCHOOL",100 HESTER STREET MANHATTAN,10002.0,40.71654572,-73.99309191,3,100 HESTER STREET ,90,360007706169,NY-310200010000-310200011394,3600077,NY-310200010000,09,12,EMMA LAZARUS HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,New York County,100 HESTER STREET ,NEW YORK,NY,10002,,(212)925-5017,11,City: Large,No,293.0,22.98000,12.7500000,252.00000,19.00000,–,Regular,Open
"PACE HIGH SCHOOL, M.S. 131, EMMA LAZARUS HIGH SCHOOL",100 HESTER STREET MANHATTAN,10002.0,40.71654572,-73.99309191,3,100 HESTER STREET ,90,360007704402,NY-310200010000-310200010131,3600077,NY-310200010000,06,08,MS 131,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,New York County,100 HESTER STREET ,NEW YORK,NY,10002,5293.0,(212)219-1204,11,City: Large,No,236.0,45.48000,5.1900000,211.00000,9.00000,–,Regular,Open
"PACE HIGH SCHOOL, M.S. 131, EMMA LAZARUS HIGH SCHOOL",100 HESTER STREET MANHATTAN,10002.0,40.71654572,-73.99309191,3,100 HESTER STREET ,90,360007705625,NY-310200010000-310200011298,3600077,NY-310200010000,09,12,PACE HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,New York County,100 HESTER STREET ,NEW YORK,NY,10002,,(212)334-4663,11,City: Large,No,529.0,60.39000,8.7600000,382.00000,11.00000,–,Regular,Open
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE, LEARNING TO WORK YABC AT MONROE ACADEMY, THE METRO",1300 BOYNTON AVENUE BRONX,10472.0,40.83159438,-73.87891119,4,1300 BOYNTON AVENUE ,95,360009001767,NY-321200010000-321200011550,3600090,NY-321200010000,09,12,HIGH SCHOOL OF WORLD CULTURES,NEW YORK CITY GEOGRAPHIC DISTRICT #12,Bronx County,1300 BOYNTON AVENUE ,BRONX,NY,10472,,(718)860-8120,11,City: Large,No,340.0,31.89000,10.6600000,310.00000,17.00000,–,Regular,Open
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE, LEARNING TO WORK YABC AT MONROE ACADEMY, THE METRO",1300 BOYNTON AVENUE BRONX,10472.0,40.83159438,-73.87891119,4,1300 BOYNTON AVENUE ,95,360009006276,NY-321200010000-321200011521,3600090,NY-321200010000,09,12,METROPOLITAN SOUNDVIEW HIGH SCHOOL (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #12,Bronx County,1300 BOYNTON AVENUE ,BRONX,NY,10472,,(718)860-8240,11,City: Large,No,389.0,36.00000,10.8100000,372.00000,2.00000,–,Regular,Open
"PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE, LEARNING TO WORK YABC AT MONROE ACADEMY, THE METRO",1300 BOYNTON AVENUE BRONX,10472.0,40.83159438,-73.87891119,4,1300 BOYNTON AVENUE ,95,360009006030,NY-321200010000-321200011388,3600090,NY-321200010000,09,12,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,NEW YORK CITY GEOGRAPHIC DISTRICT #12,Bronx County,1300 BOYNTON AVENUE ,BRONX,NY,10472,,(718)991-7238,11,City: Large,No,296.0,28.50000,10.3900000,267.00000,19.00000,–,Regular,Open
"PARKSIDE PREPARATORY ACADEMY, EXPLORE CHARTER SCHOOL, P.S. K141",655 PARKSIDE AVENUE BROOKLYN,11226.0,40.65617537,-73.95158278,0,655 PARKSIDE AVENUE ,95,360015705846,NY-331700860841-331700860841,3600157,NY-331700860841,KG,08,EXPLORE CHARTER SCHOOL,EXPLORE CHARTER SCHOOL,Kings County,655 PARKSIDE AVENUE ,BROOKLYN,NY,11226,,(718)703-4484,11,City: Large,Yes,519.0,41.75000,12.4300000,413.00000,23.00000,–,Regular,Open
"PARKSIDE PREPARATORY ACADEMY, EXPLORE CHARTER SCHOOL, P.S. K141",655 PARKSIDE AVENUE BROOKLYN,11226.0,40.65617537,-73.95158278,0,655 PARKSIDE AVENUE ,95,360009501344,NY-331700010000-331700010002,3600095,NY-331700010000,06,08,PARKSIDE PREPARATORY ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #17,Kings County,655 PARKSIDE AVENUE ,BROOKLYN,NY,11226,,(718)462-6992,11,City: Large,No,311.0,31.07000,10.0100000,273.00000,9.00000,–,Regular,Open
"PARKSIDE PREPARATORY ACADEMY, EXPLORE CHARTER SCHOOL, P.S. K141",655 PARKSIDE AVENUE BROOKLYN,11226.0,40.65617537,-73.95158278,0,655 PARKSIDE AVENUE ,95,360013504477,NY-307500010000-307500013141,3600135,NY-307500010000,PK,12,PS 141,NYC SPECIAL SCHOOLS - DISTRICT 75,Kings County,655 PARKSIDE AVENUE ,BROOKLYN,NY,11226,,(718)941-0320,11,City: Large,No,385.0,75.00000,5.1300000,348.00000,1.00000,–,Special Education,Open
"PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH), LYFE [BABIES], ACADEMY FOR HEALTH CAREERS",150 ALBANY AVENUE BROOKLYN,11213.0,40.67560506,-73.93884249,2,150 ALBANY AVENUE ,90,360009506200,NY-331700010000-331700011751,3600095,NY-331700010000,09,12,ACADEMY FOR HEALTH CAREERS,NEW YORK CITY GEOGRAPHIC DISTRICT #17,Kings County,150 ALBANY AVENUE ,BROOKLYN,NY,11213,,(718)773-0128,11,City: Large,No,231.0,19.33000,11.9500000,192.00000,4.00000,–,Vocational,Open
"PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH), LYFE [BABIES], ACADEMY FOR HEALTH CAREERS",150 ALBANY AVENUE BROOKLYN,11213.0,40.67560506,-73.93884249,2,150 ALBANY AVENUE ,90,360009506273,NY-331700010000-331700011122,3600095,NY-331700010000,09,12,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),NEW YORK CITY GEOGRAPHIC DISTRICT #17,Kings County,150 ALBANY AVENUE ,BROOKLYN,NY,11213,,(718)221-1593,11,City: Large,No,520.0,37.93000,13.7100000,410.00000,22.00000,–,Vocational,Open
PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,1625 FOREST AVENUE STATEN ISLAND,10302.0,40.62476524,-74.14252455,0,1625 FOREST AVENUE ,90,360010306590,NY-353100010000-353100010068,3600103,NY-353100010000,PK,05,PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,NEW YORK CITY GEOGRAPHIC DISTRICT #31,Richmond County,1625 FOREST AVENUE ,STATEN ISLAND,NY,10302,,(718)816-3377,11,City: Large,No,403.0,27.64000,14.5800000,294.00000,20.00000,–,Regular,Open
"PRE-K CENTER AT 19 DOCK STREET CAMPUS, DOCK STREET SCHOOL FOR STEAM STUDIES",19 DOCK STREET BROOKLYN,11201.0,40.70309906,-73.99254871,2,19 DOCK STREET ,90,360009105696,NY-331300010000-331300010313,3600091,NY-331300010000,06,08,DOCK STREET SCHOOL FOR STEAM STUDIES,NEW YORK CITY GEOGRAPHIC DISTRICT #13,Kings County,19 DOCK STREET ,BROOKLYN,NY,11201,,(718)780-7660,11,City: Large,No,278.0,19.77000,14.0600000,185.00000,11.00000,–,Regular,Open
PS 048 WILLIAM C. WILCOX,1050 TARGEE STREET STATEN ISLAND,10304.0,40.60347686,-74.09123705,1,1050 TARGEE STREET ,90,360010302214,NY-353100010000-353100010048,3600103,NY-353100010000,PK,08,PS 48 WILLIAM G WILCOX,NEW YORK CITY GEOGRAPHIC DISTRICT #31,Richmond County,1050 TARGEE STREET ,STATEN ISLAND,NY,10304,4450.0,(718)447-8323,11,City: Large,No,983.0,79.56000,12.3600000,481.00000,38.00000,–,Regular,Open
PS 178 ST CLAIR MCKELWAY,2163 DEAN STREET BROOKLYN,11233.0,40.67501677,-73.91577758,4,2163 DEAN STREET ,90,360012102623,NY-332300010000-332300010178,3600121,NY-332300010000,PK,08,PS 178 SAINT CLAIR MCKELWAY,NEW YORK CITY GEOGRAPHIC DISTRICT #23,Kings County,2163 DEAN STREET ,BROOKLYN,NY,11233,4003.0,(718)495-7768,11,City: Large,No,280.0,19.00000,14.7400000,253.00000,0.00000,–,Regular,Open
PS 315 LAB SCHOOL,2865 CLAFLIN AVENUE BRONX,10468.0,40.87323283,-73.89972047,0,2865 CLAFLIN AVENUE ,95,360008702939,NY-321000010000-321000010315,3600087,NY-321000010000,KG,08,PS 315 LAB SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #10,Bronx County,2865 CLAFLIN AVENUE ,BRONX,NY,10468,,(929)237-7750,11,City: Large,No,190.0,16.48000,11.5300000,179.00000,4.00000,–,Regular,Open
PS 5 PORT MORRIS,564 JACKSON AVENUE BRONX,10455.0,40.81372084,-73.90888546,2,564 JACKSON AVENUE ,95,360008402056,NY-320700010000-320700010005,3600084,NY-320700010000,PK,08,PS 5 PORT MORRIS,NEW YORK CITY GEOGRAPHIC DISTRICT # 7,Bronx County,564 JACKSON AVENUE ,BRONX,NY,10455,,(718)292-2683,11,City: Large,No,608.0,58.26000,10.4400000,582.00000,2.00000,–,Regular,Open
"PS 889, IS 338",21 HINCKLEY PLACE BROOKLYN,11218.0,40.64446173,-73.9710319,2,21 HINCKLEY PL,90,360015306619,NY-332200010000-332200010890,3600153,NY-332200010000,06,08,MS 890,NEW YORK CITY GEOGRAPHIC DISTRICT #22,Kings County,21 HINCKLEY PL,BROOKLYN,NY,11218,,(929)397-9200,11,City: Large,No,301.0,45.72000,6.5800000,225.00000,12.00000,–,Regular,Open
"PS 889, IS 338",21 HINCKLEY PLACE BROOKLYN,11218.0,40.64446173,-73.9710319,2,21 HINCKLEY PL,90,360015306618,NY-332200010000-332200010889,3600153,NY-332200010000,PK,05,PS 889,NEW YORK CITY GEOGRAPHIC DISTRICT #22,Kings County,21 HINCKLEY PL,BROOKLYN,NY,11218,,(929)397-9171,11,City: Large,No,386.0,27.52000,14.0300000,177.00000,16.00000,–,Regular,Open
PS. 081 THADDEUS STEVENS,990 DEKALB AVENUE BROOKLYN,11221.0,40.69315347,-73.93576476,0,990 DEKALB AVENUE ,90,360009402320,NY-331600010000-331600010081,3600094,NY-331600010000,PK,05,PS 81 THADDEUS STEVENS,NEW YORK CITY GEOGRAPHIC DISTRICT #16,Kings County,990 DEKALB AVENUE ,BROOKLYN,NY,11221,,(718)574-2365,11,City: Large,No,213.0,20.00000,10.6500000,202.00000,0.00000,–,Regular,Open
"PS/MS 11X498 - VAN NEST ACADEMY, P.S. X596 AT X498, ICAHN CHARTER SCHOOL 2",1640 BRONXDALE AVENUE BRONX,10462.0,40.84472348,-73.85820595,0,1640 BRONXDALE AVENUE ,95,360094305973,NY-321100860909-321100860909,3600943,NY-321100860909,KG,08,ICAHN CHARTER SCHOOL 2,ICAHN CHARTER SCHOOL 2,Bronx County,1640 BRONXDALE AVENUE ,BRONX,NY,10462,,(718)828-6107,11,City: Large,Yes,331.0,27.00000,12.2600000,177.00000,13.00000,–,Regular,Open
"PS/MS 11X498 - VAN NEST ACADEMY, P.S. X596 AT X498, ICAHN CHARTER SCHOOL 2",1640 BRONXDALE AVENUE BRONX,10462.0,40.84472348,-73.85820595,0,1640 BRONXDALE AVENUE ,95,360008806217,NY-321100010000-321100010498,3600088,NY-321100010000,KG,08,PS/MS 498 VAN NEST ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #11,Bronx County,1640 BRONXDALE AVENUE ,BRONX,NY,10462,,(718)409-3001,11,City: Large,No,599.0,52.16000,11.4800000,453.00000,11.00000,–,Regular,Open
"RED HOOK NEIGHBORHOOD SCHOOL, SUMMIT ACADEMY CHARTER SCHOOL",27 HUNTINGTON STREET BROOKLYN,11231.0,40.67755633,-74.00516631,1,27 HUNTINGTON STREET ,95,360009206143,NY-331500010000-331500010676,3600092,NY-331500010000,01,06,RED HOOK NEIGHBORHOOD SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #15,Kings County,27 HUNTINGTON STREET ,BROOKLYN,NY,11231,,(718)330-2238,11,City: Large,No,89.0,17.00000,5.2400000,74.00000,2.00000,–,Regular,Open
"RED HOOK NEIGHBORHOOD SCHOOL, SUMMIT ACADEMY CHARTER SCHOOL",27 HUNTINGTON STREET BROOKLYN,11231.0,40.67755633,-74.00516631,1,27 HUNTINGTON STREET ,95,360099806114,NY-331500860953-331500860953,3600998,NY-331500860953,06,12,SUMMIT ACADEMY CHARTER SCHOOL,SUMMIT ACADEMY CHARTER SCHOOL,Kings County,27 HUNTINGTON STREET ,BROOKLYN,NY,11231,,(718)875-1403,11,City: Large,Yes,203.0,25.05000,8.1000000,181.00000,4.00000,–,Regular,Open
"RIVERDALE AVENUE COMMUNITY SCHOOL, RIVERDALE AVENUE MIDDLE SCHOOL",76 RIVERDALE AVENUE BROOKLYN,11212.0,40.66019634,-73.91393294,0,76 RIVERDALE AVENUE ,95,360012106313,NY-332300010000-332300010446,3600121,NY-332300010000,PK,05,RIVERDALE AVENUE COMMUNITY SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #23,Kings County,76 RIVERDALE AVENUE ,BROOKLYN,NY,11212,,(718)485-1679,11,City: Large,No,300.0,24.00000,12.5000000,278.00000,2.00000,–,Regular,Open
"RIVERDALE AVENUE COMMUNITY SCHOOL, RIVERDALE AVENUE MIDDLE SCHOOL",76 RIVERDALE AVENUE BROOKLYN,11212.0,40.66019634,-73.91393294,0,76 RIVERDALE AVENUE ,95,360012106428,NY-332300010000-332300010668,3600121,NY-332300010000,06,08,RIVERDALE AVENUE MIDDLE SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #23,Kings County,76 RIVERDALE AVENUE ,BROOKLYN,NY,11212,,(718)346-0764,11,City: Large,No,118.0,13.11000,9.0000000,116.00000,1.00000,–,Regular,Open
SAMARA COMMUNITY SCHOOL,1570 BOONE AVENUE BRONX,10460.0,40.83321725,-73.88496842,0,1570 BOONE AVENUE ,95,360009006474,NY-321200010000-321200010458,3600090,NY-321200010000,PK,05,SAMARA COMMUNITY SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #12,Bronx County,1570 BOONE AVENUE ,BRONX,NY,10460,,(718)860-5332,11,City: Large,No,294.0,23.00000,12.7800000,267.00000,24.00000,–,Regular,Open
"SCHOOL OF PERFORMING ARTS, SOUTH BRONX CLASSICAL CHARTER SCHOOL, ACCION ACADEMY",977 FOX STREET BRONX,10459.0,40.82243627,-73.8939007,3,977 FOX STREET ,95,360009005692,NY-321200010000-321200010341,3600090,NY-321200010000,06,08,ACCION ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT #12,Bronx County,977 FOX STREET ,BRONX,NY,10459,,(718)378-1649,11,City: Large,No,230.0,30.86000,7.4500000,226.00000,1.00000,–,Regular,Open
"SCHOOL OF PERFORMING ARTS, SOUTH BRONX CLASSICAL CHARTER SCHOOL, ACCION ACADEMY",977 FOX STREET BRONX,10459.0,40.82243627,-73.8939007,3,977 FOX STREET ,95,360009005169,NY-321200010000-321200010217,3600090,NY-321200010000,06,08,SCHOOL OF PERFORMING ARTS,NEW YORK CITY GEOGRAPHIC DISTRICT #12,Bronx County,977 FOX STREET ,BRONX,NY,10459,3396.0,(718)589-4844,11,City: Large,No,196.0,29.43000,6.6600000,188.00000,0.00000,–,Regular,Open
"SCHOOL OF PERFORMING ARTS, SOUTH BRONX CLASSICAL CHARTER SCHOOL, ACCION ACADEMY",977 FOX STREET BRONX,10459.0,40.82243627,-73.8939007,3,977 FOX STREET ,95,360016105893,NY-321200860898-321200860898,3600161,NY-321200860898,KG,08,SOUTH BRONX CLASSICAL CHARTER SCHOOL,SOUTH BRONX CLASSICAL CHARTER SCHOOL,Bronx County,977 FOX STREET ,BRONX,NY,10459,,(718)860-4340,11,City: Large,Yes,498.0,–,†,422.00000,15.00000,–,Regular,Open
"SCHOOL OF PERFORMING ARTS, SOUTH BRONX CLASSICAL CHARTER SCHOOL, ACCION ACADEMY",977 FOX STREET BRONX,10459.0,40.82243627,-73.8939007,3,977 FOX STREET ,95,360110506385,NY-320700861035-320700861035,3601105,NY-320700861035,KG,08,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,Bronx County,977 FOX STREET ,BRONX,NY,10454,,(718)292-9526,11,City: Large,Yes,279.0,–,†,231.00000,13.00000,–,Regular,Open
"SCHOOL OF PERFORMING ARTS, SOUTH BRONX CLASSICAL CHARTER SCHOOL, ACCION ACADEMY",977 FOX STREET BRONX,10459.0,40.82243627,-73.8939007,3,977 FOX STREET ,95,360113206570,NY-320900861084-320900861084,3601132,NY-320900861084,KG,08,SOUTH BRONX CLASSICAL CHARTER SCHOOL III,SOUTH BRONX CLASSICAL CHARTER SCHOOL III,Bronx County,977 FOX STREET ,BRONX,NY,10456,,(929)285-3025,11,City: Large,Yes,500.0,–,†,467.00000,17.00000,–,Regular,Open
SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,173 CONOVER STREET BROOKLYN,11231.0,40.67796177,-74.01436337,1,173 CONOVER STREET ,90,360009205243,NY-331500010000-331500011698,3600092,NY-331500010000,09,12,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #15,Kings County,173 CONOVER STREET ,BROOKLYN,NY,11231,,(718)237-8902,11,City: Large,No,103.0,14.79000,6.9600000,92.00000,0.00000,–,Regular,Open
SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,777 SEAVIEW AVENUE STATEN ISLAND,10305.0,40.57949428,-74.07825162,0,777 SEAVIEW AVENUE ,90,360012706515,NY-010100690100-353100929268,3600127,NY-010100690100,08,12,SOUTH BEACH PSYCHIATRIC CENTER,NEW YORK STATE OFFICE MENTAL HEALTH (OMH),Richmond County,777 SEAVIEW AVENUE ,STATEN ISLAND,NY,10305,3436.0,(718)667-2590,11,City: Large,No,7.0,–,†,†,†,†,Special Education,Open
"SPACE SHUTTLE COLUMBIA SCHOOL, P.S. R373",77 MARSH AVENUE STATEN ISLAND,10314.0,40.58313125,-74.16186165,0,77 MARSH AVENUE ,90,360010305548,NY-353100010000-353100010058,3600103,NY-353100010000,PK,05,SPACE SHUTTLE COLUMBIA SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #31,Richmond County,77 MARSH AVENUE ,STATEN ISLAND,NY,10314,,(718)761-2155,11,City: Large,No,696.0,60.64000,11.4800000,402.00000,22.00000,–,Regular,Open
"SPRUCE STREET SCHOOL, P.S. M094 @ PS 397M",12 SPRUCE STREET MANHATTAN,10038.0,40.71112489,-74.00527713,0,12 SPRUCE STREET ,90,360007706130,NY-310200010000-310200010397,3600077,NY-310200010000,PK,08,SPRUCE STREET SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,New York County,12 SPRUCE STREET ,NEW YORK,NY,10018,,(212)266-4800,11,City: Large,No,431.0,38.98000,11.0600000,83.00000,7.00000,–,Regular,Open
"STATEN ISLAND SCHOOL OF CIVIC LEADER, P.S. R373",280 REGIS DRIVE STATEN ISLAND,10314.0,40.62066832,-74.16427642,0,280 REGIS DR,90,360010306149,NY-353100010000-353100010861,3600103,NY-353100010000,PK,08,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,NEW YORK CITY GEOGRAPHIC DISTRICT #31,Richmond County,280 REGIS DR,STATEN ISLAND,NY,10314,,(718)697-5250,11,City: Large,No,838.0,63.13000,13.2700000,593.00000,43.00000,–,Regular,Open
STATEN ISLAND TECHNICAL HIGH SCHOOL,485 CLAWSON STREET STATEN ISLAND,10306.0,40.56786613,-74.11537192,2,485 CLAWSON STREET ,90,360010304186,NY-353100010000-353100011605,3600103,NY-353100010000,09,12,STATEN ISLAND TECHNICAL HIGH SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #31,Richmond County,485 CLAWSON STREET ,STATEN ISLAND,NY,10306,4254.0,(718)667-3222,11,City: Large,No,1374.0,80.38000,17.0900000,578.00000,99.00000,–,Regular,Open
"SUCCESS ACADEMY CHARTER SCH-BRONX 3, D79 @ BANANA KELLY H.S., LONGWOOD PREPARATORY ACADEMY",965 LONGWOOD AVENUE BRONX,10459.0,40.81750512,-73.8982115,0,965 LONGWOOD AVENUE ,95,360008502968,NY-320800010000-320800011530,3600085,NY-320800010000,09,12,LONGWOOD PREPARATORY ACADEMY,NEW YORK CITY GEOGRAPHIC DISTRICT # 8,Bronx County,965 LONGWOOD AVENUE ,BRONX,NY,10459,,(718)860-1242,11,City: Large,No,349.0,33.95000,10.2800000,318.00000,4.00000,–,Regular,Open
"SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1, SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1 MIDDLE SCHO",70 TOMPKINS AVENUE BROOKLYN,11206.0,40.69714446,-73.94664112,3,70 TOMPKINS AVENUE ,90,360013502020,NY-307500010000-307500013368,3600135,NY-307500010000,PK,12,PS 368,NYC SPECIAL SCHOOLS - DISTRICT 75,Kings County,70 TOMPKINS AVENUE ,BROOKLYN,NY,11206,,(718)388-9494,11,City: Large,No,220.0,53.75000,4.0900000,206.00000,0.00000,–,Special Education,Open
TEACHERS COLLEGE COMMUNITY SCHOOL,168 MORNINGSIDE AVENUE MANHATTAN,10027.0,40.81241355,-73.9533147,1,168 MORNINGSIDE AVENUE ,95,360008106256,NY-310500010000-310500010517,3600081,NY-310500010000,PK,08,TEACHERS COLLEGE COMMUNITY SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT # 5,New York County,168 MORNINGSIDE AVENUE ,NEW YORK,NY,10027,,(212)316-8080,11,City: Large,No,326.0,22.32000,14.6100000,212.00000,7.00000,–,Regular,Open
"THE ANGELO PATRI MIDDLE SCHOOL, THEATRE ARTS PRODUCTION COMPANY SCHOOL",2225 WEBSTER AVENUE BRONX,10457.0,40.85450835,-73.89670148,2,2225 WEBSTER AVENUE ,95,360008703812,NY-321000010000-321000010391,3600087,NY-321000010000,06,08,ANGELO PATRI MIDDLE SCHOOL (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #10,Bronx County,2225 WEBSTER AVENUE ,BRONX,NY,10457,,(718)584-1295,11,City: Large,No,338.0,38.83000,8.7000000,314.00000,4.00000,–,Regular,Open
"THE ANGELO PATRI MIDDLE SCHOOL, THEATRE ARTS PRODUCTION COMPANY SCHOOL",2225 WEBSTER AVENUE BRONX,10457.0,40.85450835,-73.89670148,2,2225 WEBSTER AVENUE ,95,360008705796,NY-321000010000-321000010225,3600087,NY-321000010000,06,12,THEATRE ARTS PRODUCTION COMPANY SCHOOL,NEW YORK CITY GEOGRAPHIC DISTRICT #10,Bronx County,2225 WEBSTER AVENUE ,BRONX,NY,10457,,(718)584-0832,11,City: Large,No,503.0,54.36000,9.2500000,436.00000,6.00000,–,Regular,Open
"THE BROOKLYN SCHOOL FOR MATH AND RESEARCH, ACADEMY FOR ENVIRONMENTAL LEADERSHIP, BUSHWICK SCHOOL FOR",400 IRVING AVENUE BROOKLYN,11237.0,40.69717736,-73.91116946,2,400 IRVING AVENUE ,90,360009705866,NY-333200010000-333200011403,3600097,NY-333200010000,09,12,ACADEMY FOR EXCELLENCE IN LEADERSHIP,NEW YORK CITY GEOGRAPHIC DISTRICT #32,Kings County,400 IRVING AVENUE ,BROOKLYN,NY,11237,,(718)381-7100,11,City: Large,No,275.0,25.17000,10.9300000,245.00000,7.00000,–,Regular,Open
"THE BROOKLYN SCHOOL FOR MATH AND RESEARCH, ACADEMY FOR ENVIRONMENTAL LEADERSHIP, BUSHWICK SCHOOL FOR",400 IRVING AVENUE BROOKLYN,11237.0,40.69717736,-73.91116946,2,400 IRVING AVENUE ,90,360009705552,NY-333200010000-333200011552,3600097,NY-333200010000,09,12,ACADEMY OF URBAN PLANNING AND ENGINEERING (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #32,Kings County,400 IRVING AVENUE ,BROOKLYN,NY,11237,,(718)381-7100,11,City: Large,No,403.0,36.33000,11.0900000,347.00000,27.00000,–,Regular,Open
"THE BROOKLYN SCHOOL FOR MATH AND RESEARCH, ACADEMY FOR ENVIRONMENTAL LEADERSHIP, BUSHWICK SCHOOL FOR",400 IRVING AVENUE BROOKLYN,11237.0,40.69717736,-73.91116946,2,400 IRVING AVENUE ,90,360009706274,NY-333200010000-333200011168,3600097,NY-333200010000,09,12,BROOKLYN SCHOOL FOR MATH AND RESEARCH (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #32,Kings County,400 IRVING AVENUE ,BROOKLYN,NY,11237,,(718)381-7100,11,City: Large,No,333.0,30.00000,11.1000000,274.00000,25.00000,–,Regular,Open
"THE BROOKLYN SCHOOL FOR MATH AND RESEARCH, ACADEMY FOR ENVIRONMENTAL LEADERSHIP, BUSHWICK SCHOOL FOR",400 IRVING AVENUE BROOKLYN,11237.0,40.69717736,-73.91116946,2,400 IRVING AVENUE ,90,360009705555,NY-333200010000-333200011549,3600097,NY-333200010000,09,12,BROOKLYN SCHOOL FOR SOCIAL JUSTICE (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #32,Kings County,400 IRVING AVENUE ,BROOKLYN,NY,11237,,(718)381-7100,11,City: Large,No,272.0,28.73000,9.4700000,231.00000,4.00000,–,Regular,Open
"THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND, I.S. 49 BERTA A. DREYFUS",101 WARREN STREET STATEN ISLAND,10304.0,40.62033984,-74.08164248,0,101 WARREN STREET ,90,360010306522,NY-353100010000-353100010028,3600103,NY-353100010000,06,12,EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND (THE),NEW YORK CITY GEOGRAPHIC DISTRICT #31,Richmond County,101 WARREN STREET ,STATEN ISLAND,NY,10304,,(718)727-6201,11,City: Large,No,285.0,48.59000,5.8700000,238.00000,1.00000,–,Regular,Open
"THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND, I.S. 49 BERTA A. DREYFUS",101 WARREN STREET STATEN ISLAND,10304.0,40.62033984,-74.08164248,0,101 WARREN STREET ,90,360010302216,NY-353100010000-353100010049,3600103,NY-353100010000,06,08,IS 49 BERTA A DREYFUS,NEW YORK CITY GEOGRAPHIC DISTRICT #31,Richmond County,101 WARREN STREET ,STATEN ISLAND,NY,10304,2501.0,(718)727-6040,11,City: Large,No,501.0,53.98000,9.2800000,464.00000,4.00000,–,Regular,Open
